date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,docusign_diff,centene_diff,cerner_diff,unitedhealth_diff,uber_technologies_diff,microsoft_diff,lululemon_athletica_diff,take_two_interactive_software_diff,nvidia_diff,verisign_diff,paccar_diff,equity_residential_diff,automatic_data_processing_diff,lam_research_diff,edison_diff,willis_towers_watson_diff,trane_technologies_diff,best_buy_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,public_service_enterprise_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,regeneron_diff,estee_lauder_diff,vf_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,southwest_airlines_diff,xilinx_diff,corning_diff,mckesson_diff,equifax_diff,sempra_diff,sherwin_williams_diff,baxter_diff,costar_diff,edwards_lifesciences_diff,goldman_sachs_diff,splunk_diff,avalonbay_communities_diff,american_diff,freeport_mcmoran_diff,international_business_machines_diff,twilio_diff,pnc_financial_services_diff,general_motors_diff,hilton_worldwide_holdings_diff,zimmer_biomet_holdings_diff,skyworks_solutions_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,roku_diff,microchip_technology_diff,pinterest_diff,roper_technologies_diff,bristol_myers_squibb_diff,colgate_palmolive_diff,northrop_grumman_diff,truist_financial_diff,starbucks_diff,nike_diff,t_rowe_price_diff,cognizant_technology_solutions_diff,cvs_health_diff,sysco_diff,qualcomm_diff,general_electric_diff,tesla_diff,amphenol_diff,johnson_controls_diff,spotify_technology_diff,aflac_diff,valero_diff,cme_diff,accenture_diff,altria_diff,dow_diff,dollar_general_diff,constellation_brands_diff,mettler_toledo_diff,walgreen_boots_alliance_diff,ansys_diff,american_electric_power_diff,capital_one_financial_diff,ppg_industries_diff,oreilly_automotive_diff,crown_castle_diff,chubb_ltd_diff,ihs_markit_ltd_diff,linde_diff,metlife_diff,blackrock_diff,intercontinental_exchange_diff,marathon_petroleum_diff,travelers_companies_diff,berkshire_hathaway_diff,comcast_diff,ball_diff,yum_china_holdings_diff,costco_wholesale_diff,emerson_electric_diff,zoetis_diff,corteva_diff,moderna_diff,union_pacific_diff,ringcentral_diff,pepsico_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,schlumberger_diff,medtronic_diff,pfizer_diff,electronic_arts_diff,prudential_financial_diff,dupont_de_nemours_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,marriott_diff,danaher_diff,cigna_diff,square_diff,american_express_diff,aptiv_diff,vertex_diff,humana_diff,aon_diff,eli_lilly_diff,home_depot_diff,xcel_diff,crowdstrike_holdings_diff,rockwell_automation_diff,philip_morris_diff,abbvie_diff,walmart_diff,okta_diff,otis_worldwide_diff,kroger_diff,exxon_mobil_diff,abbott_laboratories_diff,thermo_fisher_scientific_diff,us_bancorp_diff,dominion_diff,lowes_companies_diff,allstate_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,kinder_morgan_diff,carrier_global_diff,prologis_diff,marvell_technology_group_ltd_diff,cisco_systems_diff,agilent_technologies_diff,illumina_diff,ross_stores_diff,boeing_diff,clorox_diff,keysight_technologies_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,gilead_sciences_diff,idexx_laboratories_diff,motorola_solutions_diff,intuit_diff,biogen_diff,cintas_diff,dexcom_diff,intel_corporation_diff,anthem_diff,mcdonalds_diff,paypal_holdings_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,boston_scientific_diff,first_republic_bank_diff,synopsys_diff,wec_diff,parker_hannifin_diff,d_r_horton_diff,eversource_diff,visa_diff,maxim_integrated_products_diff,adobe_diff,workday_diff,activision_blizzard_diff,advanced_micro_devices_diff,alexion_diff,caterpillar_diff,amazon_com_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,norfolk_southern_diff,coca_cola_diff,raytheon_technologies_diff,facebook_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,paychex_diff,oracle_diff
2020-12-01,-0.00073584934417204,,,,,,,,0.0014236974314425835,,,,,,,,,,,,0.00120299510306917,0.001648606951450264,-0.006706667009778369,,-0.0012937874860874709,,,,,0.0015684683780184422,-0.0012022339747622764,0.000543685741944448,-0.01586970886827284,0.0011073861566586489,,0.00073584934417204,,,,,,-0.0011225862643892792,0.0001989978440076292,,,,,0.0017923685260278653,,,,,-0.00030730083947298433,,,,,,,,,,,,,,0.0008513121987869196,0.0023344632866239617,-0.002819192805607526,,,0.0006661803031900804,,,,,,0.0016232652073374775,,,,,,0.003011037957308068,0.0008525680090038895,0.000961773339126244,,0.00400511533652923,,,-0.001329135442550452,,,,,,,,,0.0041876662943191745,0.0069201412427496506,,,,,,,0.0010743515917348322,,0.0003556135280625665,-0.0014897670714814964,0.0002648114458085603,,0.0009047959668126168,-0.0022395323477093342,0.0018364150874348958,,,,,,0.0013247007430215486,,,0.0010430470635361716,,,,0.0021858988741274123,-0.0014403534431084919,0.0001243942163642452,,,,,0.003434030769891106,,0.00142631929090614,0.0011073861566586489,,-7.965832632827454e-06,,0.0016998834879965543,,,0.0008979910627071943,,0.003011037957308068,,,,,,,0.0005424736399942435,,,,,0.0012659798548698515,,,0.0011475837754638565,-0.002341427141956738,,0.012493638879739364,,0.0020955884765658135,,,,,,,0.002165218710349136,0.0012162762471388433,0.008262002727177982,0.0005329859270392103,0.00020481530544434517,-0.0007715011245862742,,,,,,,,,0.0014348825231047468,0.0002847470955447224,0.006889064399038195,,0.0027207907941090895,,,,,,,,,,,-0.006704626846304156,,,,,,7.359027370325364e-05,,,,,0.009856433061529944,,0.0008383460792239591,-0.0025966520499410392,,,,,,,0.0025208922432916345,,,,,0.00335267177407858,0.005677293234076665,,0.0008097454618301527,0.0008979910627071943,-0.00038241868230854694,,-0.0010561242295179492,,0.0014457552112419354
2020-12-02,-9.357888312105993e-05,,,,,,,0.006735716477780214,0.0004795439996634732,,,0.003678656176784902,,,,,-0.0010071325433642574,-0.00026393280565153456,,,0.0040196466771764815,0.005414123607509757,0.0005041932489837256,,7.696144706813568e-05,0.0006816498632883662,-0.0016313025312816956,0.00083696461886142,,,0.0008821809545158338,-0.000271232956573336,,,,0.011513014762988598,,,,0.0003663182555586736,,-0.0008128801657962829,,,0.000748173729823129,,,0.0006820847411837599,,,,,-0.00027685462149168227,,,-0.0011525021186964339,,,,,-0.003993614577369403,,,,,,0.0010806834862134476,0.0020541594251333854,-0.002007282559673226,0.011513014762988598,,0.00702070551099581,,,,,,0.00010563730483921002,,,,,,-0.0001289955012381934,,-0.0004851771306541725,,0.0027934661791126393,-0.0010071325433642574,,-0.0021791483896062202,-0.010118839417532534,0.0005848170305877633,,,-0.0034473934411916375,,0.0003572009782115265,,,,0.00030703152224949065,,,,,,,,-0.0006599255078101702,-0.003925728342581479,-0.0017805232019716354,,0.00014859697186031453,-0.00033013857594409423,,,,,,,0.0008161553538104571,,0.00440957469505092,-0.0008873375452996713,,,,0.005345716661317289,,-0.0003888721922338113,,,,,0.001945664767611909,,-0.001079375931204622,0.005229548543921075,,-0.0025390531170474268,,0.0013216057651208048,0.004389399701908916,,0.0002532882536632475,,-0.0003175601054975853,,,,,,,-0.0017498495250324233,,3.7368223556422925e-05,-0.00046527229192663307,0.005229548543921075,-0.0019096491274417963,,,0.00015829623108092923,-0.0025361942848614186,-0.0011928828034185163,3.7368223556422925e-05,,0.001693142904261551,,,,,,0.006735716477780214,0.008024736435565828,0.0011453414415045781,,,0.001110690085334947,-0.00019079364190493955,0.010852279271650011,,,,,,,,0.0006956448498483614,0.00019777045808611613,,,0.003568471624765095,,,,,,,,,,,0.006887002848722347,,,-0.0005028748416131606,,,0.00115712315161665,,,,,3.7368223556422925e-05,,-0.003585296198631722,,,,,,,,0.00689336313880838,,,,,,,2.0424067046898557e-05,0.0002640633007363519,0.0002532882536632475,,3.7368223556422925e-05,,,-0.0001414778214538213
2020-12-03,-0.0007876360755144131,,,,,,0.0023077311533341765,-0.0017888866494160168,-0.0003953111513392675,,,-0.00012910610485108206,,,,,,,,,,0.0009039600852893376,0.0022714917260367364,0.0019954643720791858,0.0007016703677108643,,,0.0010324077524941264,,0.004628367712298673,0.0038838337073847954,-0.0002505112762198455,0.0010324077524941264,0.0011348930234314273,,,,,,-3.363833088693743e-05,,0.0004488480762218181,,,,,,0.011865805013282988,,0.00328174726477429,,,0.001096963704752607,-0.0017892010200060095,,-0.0018432749625502244,,0.002069230584138264,,,-0.0002636675409700283,,,,,-0.0010952485036608791,-0.006357866757037309,0.005746594566554125,-0.0021103453955768183,,,0.002466552776148852,,,0.004711287629098777,0.004202242639802721,,0.0002478544599668317,,,,,,0.0005803467661778216,,0.0011440913597754643,,0.003483028437042004,,,0.0011829847977967614,,0.0036419968325272075,,,,,,,,0.0015117073259805782,,,,,,,,,0.000662143641478293,-0.001654197482117207,-0.00017811573384655856,,0.0011233245566473731,-0.010021255009466639,,,0.0012289171261366315,0.00423034316999481,0.00328174726477429,,-0.0012716477209980136,0.002176220247321151,,0.001954483570926138,,0.012730951264195824,,0.003305053185014585,,-0.0012902366318367066,,,0.0020630780908997685,,0.004628367712298673,,-0.00016063382580624877,,-0.009062560909594595,0.00221667553715123,,0.007789700908357602,0.0010947820358104484,,0.0009165310086206712,,-0.0006052604703934614,,,,,0.000566661007756914,,0.0019179939251570265,0.0008616464337148222,0.00423034316999481,,,0.0011415078724517323,,,0.0006426014864410994,-0.0028394954578376394,,,,0.0006274288305190996,,,,0.0027397850010516395,,,,-0.0034804100464114734,,,0.0003324874642698259,-0.002794548083889293,-0.0012721347281707052,,,,,,,,0.00020491238305903416,,,,0.0018440432413511466,,0.000566661007756914,,,,,,,0.010034011682058478,,0.0024101566612443406,,,,,,-0.0010579011664300295,,,,,0.005724239692226109,,0.00017037473617093665,0.002525087190596912,0.004628367712298673,,,,,,0.001906904128562702,,0.000883574935597659,,,,0.0007876360755144131,,0.0007631189394699991,0.0008956269440370605,,0.0014048857344839774,,,0.0005647319661108689
2020-12-04,-0.0005400533237322826,,,0.005413264273962904,,,0.006038811145851013,,0.0006724544961337675,,,,,-0.0019286079036508127,,,,0.006155507052393553,,,,0.0007619566380583678,,,-0.001287767469508054,,0.006070627937198964,,,0.004404078290487018,0.0015142667677397249,-0.0009176385335456081,,,,-0.0040060036896645765,,,,0.001218879620722489,,-0.0002245262611342881,0.00028512134213596013,,-0.0015758381347479884,,0.0006692552948375536,0.004267293020940417,,,,,-0.0013526219563321368,,,,,,,,-0.005359651691016984,,,,,0.0013431264514626147,0.003977472278305992,-0.00109337790707972,-0.000653105628484215,,,0.0007198499635409825,,0.0018386871609355443,-0.0027731358196095303,-0.0001927970058652012,,-0.0007241752673826184,,,,,,,,0.004533238022329793,,,,-0.00033831852620667057,0.001952209109923607,,0.0017820750567558215,,0.0012633202648694836,,,,,,,,,,,,,0.0057810290187075,,-0.0004737268020588132,0.0007590821545083158,0.00048075115079013436,,0.0006494115472164656,,,,,,,,-0.00011818805743598823,-0.0014117428864371304,,0.0010787879324308243,,0.014422845480327622,,0.0005400533237322826,,-0.0005780862653688015,,,0.0018425481883149152,,0.004404078290487018,0.0019116316990569204,0.0012167165619718745,,,0.004034315296789946,-0.001137939796495924,0.0023799880815391244,,,0.0006868581197736415,,0.0017460755281133336,,,,,-0.001284875199900541,,0.01615651467463212,,,,,0.0008189886773579253,,,0.0006245434424394455,-0.0004188059551600284,,,,-0.0025864185935934917,,,,-0.0010084753528066229,,,,-0.0019824338162964176,,,0.0012517771454496147,-0.0006408674744573215,0.0024948848393579813,,,0.010943258870448818,0.0042315496981554825,,,,0.00038716789697366754,,,,0.0017580650967935984,,,,,,,,,0.008290339115520847,,-0.008811994355977805,,-0.0046627031762814354,0.0014831020233565357,,,-0.00042964432606137936,-0.00029548583297475727,,,,0.005585668841522813,,-0.0032437461931056275,0.0025530901335482337,0.004404078290487018,,,,,,0.00026498523078858326,,0.0012557294945784974,,,,,,0.0005196806632346381,0.0006868581197736415,,,,,0.0049608656922131115
2020-12-05,-0.001613974984165533,,,0.01741362087632265,,,,,0.0010872620592734753,,,,,,,,,,,,,0.0006945340961695231,,,-0.0012741491129377995,0.001961996481950624,0.010306517845591867,,,,-0.012934591554131432,0.00030849614074479224,,0.004116773947673056,,0.004188308875271204,0.003223925967350212,,,-0.01046769711925358,,0.00046718599333984675,,,,,,,,,,,-0.00012286297590471127,,,,,,,,,,,,,0.0020150953790629787,0.0018826487518031612,0.002794877429814502,-9.022276079523393e-05,,,,,,-0.0005866541262952707,0.0019360561956546852,,0.0018707643965506465,,,,,,0.0031389173222833707,,0.0008715910395533205,,,,,0.0013915807770898394,,0.0029530712063376855,,,0.0008465488470126688,,,,,,,,,,,,,,0.001564574784113369,,-0.0040017893232738785,,0.0032687796892294637,0.0021280548688398784,,,,,,,0.0013388280335809933,,,-0.0005866541262952707,,,,0.005811070594003523,,-7.034199483815264e-05,,,,,,,0.0008498971855977654,,,0.0007592741294646765,,,0.003413137088671156,,,,0.0026080988662878085,,,,,,,,,,,,0.0014786730958253826,,,,0.0006305146000554495,,,,,,,,0.001647434552146545,,,,-0.0025330779581886082,,,0.00330353519164353,0.0010606637772328175,0.0029642396360373005,,,0.01741362087632265,,,,,0.0009800545547778484,,,,0.002515200651072526,,0.003223925967350212,,,,,,,,,0.0014705078084188065,,,0.0025309813252643813,,,0.0019992990656223426,,,,,,,,,,,,,,,,,,,,,,,-0.0003938692844196463,,,,,,0.004560412951123333
2020-12-06,-0.0008982803696129162,,,,,,,,0.0007228504739647131,-1.6226319350294083e-05,,,,,,,,-0.0009091848231261308,,,,,,,-0.00022710608834045336,,,,,0.002030729200806515,0.0018251495115792552,0.0003984877550119076,0.0018252706176755075,,,-0.0012522998302806586,,,,,,0.002428541879533717,,,,-0.003926544041241558,,0.003724754974772884,,,,,0.0012878788360282014,,,,,,,,-0.006870067497004567,,,,,,-0.0015720250763275397,0.003901786963561347,-0.001176154474896469,,,0.007715337238686894,,,,,,-0.0010336479839712683,,,,,,0.003901786963561347,,-0.00021910607654525662,,0.0018251495115792552,,,,,0.0022284671591366744,,,,,,,,,,,,,,,,,-0.001108770038991781,-0.002131397972455534,,,,,,,0.002030729200806515,,,,0.00036098448128565105,,,0.002039850651425104,,,,0.00718742787450099,,-2.428753243174605e-06,,,,,,,,,0.002030729200806515,,,,,,,,0.003901786963561347,,,,,,,-0.0019160207831248359,,,,,0.0006356288645702347,,,0.010196713583616346,-0.00044694251870596954,,,,-0.006922295224750833,,,,,,,,-0.00020941485383858143,,,0.002546700940720725,-0.0008100353940341709,-0.00018504348463669576,,,,,,,,-0.0028393439410030427,0.002911405948386523,,,0.0049496614139159624,,,,,,,,,,,,,,,,,0.00064130613458034,,,,,,,,,,0.002030729200806515,,,,,,,,,,,,,-0.0002630250157994395,-0.001670202923288947,,,,,0.0018089838112862098
2020-12-07,-0.0008052733694998844,,,,,,-0.00020664412742099375,,0.002982927319916867,-8.06211957584328e-05,,-3.4084125790593417e-06,,,,,,0.0030038994473500055,,,,0.0037380835338049496,-0.002754417888928876,,-0.0002950238274771281,,0.00041875437885557665,,0.0009672633844353637,-0.0007465577912698235,-0.0033324783373478864,-0.0008872606422594369,-0.001705677381251268,,,,,,-0.027812698716970414,0.0026405321199233483,,0.002020235027709545,,,,-0.0015851920882742495,,0.007394415372326398,,,,,-0.00023908698854951396,,,,,,,,,,,,,,0.0004026194812586282,,0.0006415296829595765,,,,,,-0.003794077202199389,0.002949462458564863,,0.0005963694470990797,,0.004090457175791824,,,,-0.003627910787186583,,-0.00031184476812133415,,,,,0.0003176278682734568,0.0008052733694998844,0.0035556284482754987,,,0.0026405321199233483,0.0004433164858038704,,-0.00016051362617821923,,0.0026537069911676137,,,,,,,0.013842490267149073,,-0.00024837922538095334,0.0004590753623622461,-0.006336140808883976,,0.001143688571110741,,,,,,,,0.0008602947990219552,0.0018981254444056456,0.007330096064535345,-0.0008440016933744409,,,,0.0024444662736523653,,0.0006492092012872461,,-0.0032672802863839426,,,,,-0.0009660775928651745,,0.0009627403177274699,0.005339839503595568,,0.0017546071920647856,,,,,0.005298245911147494,,,,,-0.0014206353127235337,,0.0020362466252712417,,0.0075246247281153976,-0.002754417888928876,,-0.000729357748559732,,,,-0.0013667047997146429,-0.0006110785220380658,,,0.0016885090366527376,,,,,0.0006051080672742977,,0.003548177085742582,-0.00023855290732150162,0.004110336885052481,,0.003599940015035557,-0.001414002593992676,,,,,0.0002531252727330091,0.0005116226581168273,,,0.0010335396567666406,0.0027749524175308903,,,0.005533810367926526,0.0889886948862547,,,0.0018777744420009563,,,,,,,0.001145849128253148,-0.0028737671367360896,,-0.0015851920882742495,,,-0.0005916177205623248,,,,,,,,0.005165035402285705,,,,,,,0.0008692334897247248,,,-0.0035549752172484893,,,,,0.00037308625748931797,-0.001763209923401979,,,0.00026313304919415247,,-0.00021958775924706359
2020-12-08,-0.000504563144687867,,,,,,,0.001015230996103949,0.0004393054379478984,,,-0.0024013323360634756,,,,,,0.0017350395743262045,,,0.0016078348970695547,-0.0006967129585055734,0.0010134019935162972,,-0.00038170164860415706,0.002178883848859313,,,,,0.0009622496813287431,0.00018748522133856026,-0.00037012555117558413,,,,,,,,,-1.8552715001207676e-05,,,-1.2635137322739541e-05,0.0001490313544573118,-0.004215298682570673,0.005555800827439056,,,,,-0.0006052345586231852,,,,0.00023486361693174037,,,,-0.01399627344203828,,,,,-0.00031212005981368996,0.0011346922152956035,0.0005137428223852471,0.0005486468740579123,,,-0.00317357754138679,,,,0.0004976009097317583,,0.0011658494325250083,,,,,,-0.0013070671442740756,,0.0036112313017525877,,0.005093487317304841,,,0.00027468421756737414,,0.003023633379064757,,,,,,,,0.0017954541945604434,,,,,-0.004341337223600561,,,,0.00048136257787963774,0.0001399528256990136,-0.0005943022470197042,,0.0043975640659347885,,,,,,,,-0.003046573218948508,,,0.00141698059977508,,0.0002794376014804955,,0.0016442483840453104,0.0014660430705313616,-0.0004511023013330105,,-0.0022732919223176916,,0.0017761402181532297,,,0.0012748882184279106,,-0.00024480924614374115,0.0012209381893601553,,0.004007432637259874,,,,,0.00798807197324214,,,,,-0.005971434453305748,,0.002474545211753458,,0.0027048799903136435,0.0025722658562424014,,0.0009246069508417117,,,0.0012181609428544144,-0.0004224094771956968,-0.0016690473950886986,,,0.0004548319314468183,,,,,,,,-0.00045706814841160845,,0.003225446371603275,0.0052221450214676194,-0.0002663343951914798,-0.0010583602234659852,,,,0.0006460771677492709,,,,-0.0012741620244068582,,,,0.00014089744334367911,,,,,,,,,0.009969716692325324,,-6.2905812876401426e-06,,,,,,-0.00013592516017056026,-0.0001589147451666374,,,,0.0024617130748809824,,,0.0008962306315171188,,,,,,,0.008112864095092872,,,-0.003885921321883842,,,2.095679449569919e-05,0.001351840238188524,-0.00020173974271855044,,,,,,0.0015051109909019244
2020-12-09,-0.0007792197923031511,,,,,,,,-0.0013126568770144384,0.0005779707255956977,,0.0030162634899508706,,,,,,0.0011449360842325242,,,0.002224649160621969,0.0003234369140772545,,,0.00022913968663841394,0.0010830034788761552,0.027024349301923007,-0.0017605307225323546,,0.0005876040482396569,0.000616378039214045,0.0009250826995084898,-0.0002725253975444659,-0.0018733025974500522,,0.00037731738726892196,,,,,,0.0001356013542762758,-0.0008170314903503668,,,,-0.0063676344222992395,0.0007574173651943956,0.007729086118278501,,0.0014278146530217564,,-0.0003982773847062979,,,,,,,,-0.018531575558754537,,,,,-0.001606496388952304,-0.004392105249562844,,-0.001883381522155467,,,0.0008573686507697505,,,,-8.787093289657052e-05,,0.00035197993851115327,,,,,,0.00014935428060718818,,0.0004992888758990435,,,,,,,0.006589851311105394,,,,,,,-0.0034259085311197065,0.004362798325215387,,,0.002994365853496556,,-0.004241864397830211,,0.022446350754633318,,0.0006966967176891822,,-0.002987961085773383,,0.0007556134455034906,0.0006857681367136207,,,,,,-0.0074207399533490065,-0.0013133449956622297,0.0027561558751863172,,0.0009732511246201383,0.0018203442066706708,0.0021245414362861996,,-0.001381201948713162,,-0.00011350396048862921,,-0.0015196307824094926,,,,,-0.003301299387637041,,0.003027868183160483,0.002903304487309864,,,0.010222893003435362,,,0.0012307463420834915,0.0009213544223536925,,,,,-0.0002179880258061425,,-0.0037563389885386543,,0.0067380670762147155,,,0.0002014660702621561,,,,0.00022208455662461315,,,,0.0037850357033347437,,,,-0.001545734406099132,,,,-0.00029660896923484783,,,0.0033381927208586152,-0.0003352579880773431,-0.001806552681735142,,,,0.0003840962936313307,,,,-0.0003547327125205874,0.00432276857324375,,,-0.0001770965567456373,,-0.0008701605299186723,0.0008573686507697505,,,,,,,,,,,-0.0014910621520828596,,0.0015441055852931868,-3.4557627332945737e-06,,,,,,,,0.0019264786773612208,,-0.00015268368219382728,,,,0.0015450589879531847,0.010149318803528125,,,,,0.0015309701961340712,0.0007126794414026108,,0.0006683656553372483,1.7301433348112876e-05,0.09774891676200007,0.004150164124902991,0.01128428197938,,0.003129655232676676
2020-12-10,-0.000336142976695433,,,,,,,,0.0013626704543108364,-0.002832726053947527,,0.003886160504906975,,0.0012604855380486716,,,,0.004172763963925469,,,0.004146586836440982,-0.0011221265169881359,-0.0005692145671057634,,-0.00020066582425393723,,0.0032518923971902366,0.0006630728403784318,,0.00020552805095468314,0.0021637417270555983,0.0014683651675066701,0.0032333384937926813,-0.0036805061095402008,,-0.0023738350038536144,,,,-0.001065218025109522,,5.91350989713921e-05,,,,,,0.0034886749470375835,0.00433984257488457,,,,-0.0007871366184125784,,,,,,,,-0.022775625535831144,,,,,-0.0013346266220216842,-0.0030496704649839337,-0.0003878660058426767,-0.0013346023483381529,,,0.003203692949999952,,,,0.0006252736302116669,,0.0005957914333857939,,,,,,0.003041294230428324,,0.00039666995351263473,,0.002100578262880534,,,,,0.003088562323838743,,,,,,,,0.004074931841200167,,,,,,,,-0.0009722780208447357,0.0006585077283739187,-0.013631636132927186,-0.0031670924820096733,,-0.00033470182555394033,,,,-2.4739613403569334e-05,,,,-0.0007001705271578531,,,-0.0013812871611331636,,,,0.000977012463545293,,-0.0019626411735482957,,,,,,,0.001660576923455817,,,0.0025248472329608682,,0.0029626244881912627,,,,0.0029858164044454633,0.0020430950624875355,,0.0173847877625665,,,,,0.0027766358899492505,,,0.002525869136643685,,-0.00023266692858258574,,,0.0005857535841478068,-0.0020170739526135543,,,,0.0023436516635775683,,,,0.000336142976695433,,,,-0.0005379606878995599,,0.0007194268185026931,9.197344761866525e-05,-0.0011178587145931783,,,-0.001159440068045759,,0.0005567312119895507,,,,0.00043696573485297035,0.002255091284995353,,,0.0002369305338409388,,,,,,,,,,,,,,-0.0013967102975610943,,,0.0016242245752869536,,,,,,,,0.0033172307372304017,,0.00040818020007019247,,,,-0.0015585634503856051,0.0021591611089452176,,,,-0.00014611010972432004,0.00043986853960109725,0.001014240411232914,0.0014596009625357045,9.701319740271309e-05,,,,,,-0.00021258994555600042
