date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,docusign_diff,cerner_diff,unitedhealth_diff,uber_technologies_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,peloton_interactive_diff,automatic_data_processing_diff,lam_research_diff,edison_diff,willis_towers_watson_diff,best_buy_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,public_service_enterprise_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,regeneron_diff,micron_technology_diff,estee_lauder_diff,vf_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,southwest_airlines_diff,xilinx_diff,corning_diff,sempra_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,costar_diff,seagen_diff,edwards_lifesciences_diff,goldman_sachs_diff,splunk_diff,svb_financial_diff,american_diff,freeport_mcmoran_diff,international_business_machines_diff,twilio_diff,general_motors_diff,zimmer_biomet_holdings_diff,hilton_worldwide_holdings_diff,intuitive_surgical_diff,skyworks_solutions_diff,eog_resources_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,roku_diff,coupa_software_diff,pinterest_diff,bank_of_diff,roper_technologies_diff,bristol_myers_squibb_diff,colgate_palmolive_diff,truist_financial_diff,northrop_grumman_diff,viacomcbs_diff,starbucks_diff,nike_diff,cvs_health_diff,t_rowe_price_diff,cognizant_technology_solutions_diff,sysco_diff,general_electric_diff,qualcomm_diff,etsy_diff,tesla_diff,amphenol_diff,spotify_technology_diff,johnson_controls_diff,aflac_diff,valero_diff,cme_diff,dow_diff,accenture_diff,altria_diff,dollar_general_diff,constellation_brands_diff,walgreen_boots_alliance_diff,mettler_toledo_diff,american_electric_power_diff,ansys_diff,capital_one_financial_diff,oreilly_automotive_diff,chubb_ltd_diff,linde_diff,texas_instrument_diff,metlife_diff,intercontinental_exchange_diff,blackrock_diff,marathon_petroleum_diff,travelers_companies_diff,berkshire_hathaway_diff,comcast_diff,ball_diff,yum_china_holdings_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,corteva_diff,moderna_diff,union_pacific_diff,ringcentral_diff,pepsico_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,schlumberger_diff,medtronic_diff,pfizer_diff,prudential_financial_diff,electronic_arts_diff,dupont_de_nemours_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,marriott_diff,danaher_diff,cigna_diff,square_diff,american_express_diff,aptiv_diff,vertex_diff,humana_diff,aon_diff,eli_lilly_diff,home_depot_diff,crowdstrike_holdings_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,general_dynamics_diff,walmart_diff,otis_worldwide_diff,okta_diff,exxon_mobil_diff,kroger_diff,abbott_laboratories_diff,thermo_fisher_scientific_diff,us_bancorp_diff,dominion_diff,allstate_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,carrier_global_diff,kinder_morgan_diff,prologis_diff,marvell_technology_group_ltd_diff,cisco_systems_diff,agilent_technologies_diff,illumina_diff,ross_stores_diff,boeing_diff,clorox_diff,keysight_technologies_diff,teladoc_health_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,gilead_sciences_diff,motorola_solutions_diff,fleetcor_technologies_diff,idexx_laboratories_diff,biogen_diff,intuit_diff,cintas_diff,dexcom_diff,intel_corporation_diff,anthem_diff,mcdonalds_diff,paypal_holdings_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,boston_scientific_diff,morgan_stanley_diff,first_republic_bank_diff,synopsys_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,maxim_integrated_products_diff,adobe_diff,workday_diff,activision_blizzard_diff,alexion_diff,advanced_micro_devices_diff,caterpillar_diff,amazon_com_diff,welltower_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,facebook_diff,charter_communications_diff,ecolab_diff,iqvia_holdings_diff,ametek_diff,chipotle_mexican_grill_diff,paychex_diff,oracle_diff
2020-12-30,-0.0015060751289020504,,,,,,,,0.0003350411532403936,,,,,,,,,0.005578355791598475,-0.0010215964528636685,,,-0.0015056541564651034,0.0029951734304585298,0.0008314357236641496,0.0035078466967395808,,,0.0015082844608035224,0.0007093797799647191,0.0017482492535549371,0.0003438732544364508,,-0.001034782227154679,,,,,,0.00271747607237529,0.0008064581561014741,,,-0.0002561760412327259,,,,,,,0.0006765927700064638,,,,,,,,,,,,,,,0.004348637314130096,0.0015662761518676041,,,,0.001471837628842135,,,,,,0.0020065832763844155,,0.002225901233867281,,,,,,,0.0011377660766840108,,0.0010124057345903418,,,,,0.0008554940787015899,,,0.0019840786039873144,,,,,,0.002189200666892884,0.010188049307689444,,,,0.004219455349445589,,,-0.0023101930274082695,0.0024971889473774777,0.0008554940787015899,,0.00037051551685096467,,,,,,,,3.5707740543754196e-05,-0.0015581965772844372,,0.0006281361663040563,,,,,0.000848774269152526,0.00043346251359291897,,,,,,,,,,-0.006729939000838638,,0.0019363649788491223,,,,,0.004858671924657663,,,,,,,,0.0029198030336973785,,,,,0.0005064413346311538,,,-0.00016320823802344424,-0.0007157448580027356,,,,0.0006354626706247565,,0.0018522585235497887,0.0018015340349225174,,,,0.0016124190366972814,,,0.0006126425802767563,-0.0015775983846779292,,,,,0.0013115417878794182,,,,0.0009101543672660302,0.010182820430699673,,,,0.0016274868067628736,,,,,,,,,,,,,,,,,,-0.003767987007827718,,,,,,0.0011382658012575016,,,,,,,0.0018389143291364836,,,,,,,-0.0015581965772844372,,0.0013204252555638993,,,,,,0.0015060751289020504,0.0028223911289862952
2020-12-31,-0.0006988568128519046,,,,,,,-0.001261412449734009,-0.00022888641076615024,,-0.0018779314782221054,,,,,0.0026617609446141065,-0.003418199327325617,0.00011628550460453138,-0.0035864096189264882,,,-0.000946369853061783,-0.00039774623711518234,,,,0.0014906374959369347,0.0012301364391143154,0.002185938766378723,0.00026716284600475604,0.00433936665897483,,-0.0076126300082468065,,,,,,-0.0006458421497264062,-0.00012015102341507368,,,,0.0015479802687123224,,,,,,0.0001830656176225352,,,4.7448188988559784e-05,,0.0017634340692233995,,,,-0.00023772566504009596,,,,,0.0014442251305501986,0.0014906374959369347,4.484559284514348e-05,,,,0.001659938655733279,,,,,,0.0014906374959369347,,0.0018168658409195404,,,,,,,0.012849698794725696,-0.0014357712929704914,0.0008319578037830266,,,0.0014548337555551525,,0.002795292871552116,,,-0.0004229096951886681,-0.0009026578641403837,,,,,,,,,,,,,0.006619099305984441,-0.0002798624229368486,-0.002027789069984914,,0.00035706678982114703,0.0008356144696624377,,,,,,,0.0007242061347044034,,,0.0024838084156835975,,,,-0.00253905868507158,,-0.0003525751759072347,0.0014373438007111796,,,,,,0.0003288108938781516,,,-0.0028552132365568866,,,-0.0011826197392725223,,,0.003632379009138062,,,,,,-0.0002580155250731167,,,,,,,,-7.827818657241451e-05,,,-0.0006881083245492158,-0.001114217634170174,,,,0.0004768825225419299,,,0.004394272444460024,,,,-0.0037168040643927283,,0.000769094146558432,0.0021218350724886113,-9.350983927771891e-05,,,0.0012255690225676373,,,0.004228757891915187,,,-0.00017546821711372437,-0.001165753809834816,,0.003632379009138062,,0.0025599413288355166,,-0.0007481518160010244,,,,,,,,,,,7.136766489489893e-05,-0.00237286796060839,-0.0018779314782221054,,,0.002320540605128438,,,,,,-0.00011712602015075439,,,,,,,0.0014055031492063153,,,-6.620599880493281e-05,-0.001923466874443714,,,0.0001441823074240352,,-3.057660103865313e-05,,,,,0.0038590401877592047,,-0.0006302940941263335
2021-01-01,-0.0008754950005932134,,,,,,,,-0.0007095281608210074,,0.0011319538004477682,,,,,,,,0.0010220833139865163,,,-0.001039914771986098,-0.001662254016029045,,,,,,0.0006022378318255497,,,,-0.0031519866388287224,,,,,,-0.001662254016029045,-0.0004345995203003687,,,,,0.001238638809172849,,,,,0.00116923036011194,,,,,0.002070933208392252,,,,-0.00015258071923970298,,,,-0.001662254016029045,0.0009548731585399262,,-0.0017070837241593235,,,,0.003710821909487022,,,0.0022200671021130416,0.006086620008037668,,,,0.0020689103983471293,,,,,,,0.001319846624920576,-0.00015258071923970298,0.0018686530350233435,,,,,,,,,,,,,,,,,,,,,,-0.0020499129229231685,-0.0016845079860959007,,,-0.011278126778697035,0.00597276795956016,,,,,,,0.0017394725031309117,-0.0038029633951113017,,0.00010240170889975499,,,,-0.008094513969415766,,3.165608568763431e-05,0.0002795100444272795,,,,,,-0.0010249929865108003,,,-0.002150063404029841,,,-0.00015258071923970298,,,,-0.002150063404029841,,,,,-0.00010861528221133877,,,0.0008754950005932134,,,-0.0323708232774937,,-0.0004730691196952366,,,0.0008206372521913208,0.006923455325973478,,,,0.0017284583993710696,,,,,,,0.002158230745446651,,,0.0016366221788843187,-0.0003495100924179029,,,,,-0.00017293771440863985,,,,1.903510686324171e-05,,,,,-0.001662254016029045,,,,,,,,,,,,,-4.3740438315862675e-05,,,,-0.001662254016029045,0.00024129725004390975,,,,-0.0017207996605879457,,-0.002150063404029841,,,,,,,,,,,,,,,,0.0007830707380722769,,,,,,,
2021-01-02,-0.0006412262033268573,,,,,,,,-0.00042264733565807616,,0.0016804140408116705,,,,,,,,-0.00043331831809988023,,,-0.001126330323765192,3.180164263798951e-05,,,,,0.0012341666404191414,0.00028797556674182415,0.0006412262033268573,,0.0024764926840198584,,,,,,,-0.001099867080354596,,,,,,,,,,,0.0009566547724463019,,,,,,,,,-9.747899420291283e-05,,,,0.0010942377521998353,0.002776548708202509,,-2.977513196579984e-05,,,,,,,,0.0013912637796478508,,0.0022094069898107847,,0.00035660324336192213,,,,,,,,,0.000996076954337379,,,,,-2.977513196579984e-05,,,,,,,,,0.0024764926840198584,,,,,,,,,-0.0005803133571934758,-2.977513196579984e-05,,0.004971131294212768,,,,,,,,0.0010838720164895398,,,-1.189294224585892e-05,,,,-2.977513196579984e-05,,-0.0003412656804410775,,0.0037685065118851857,,,,,,,,0.0006412262033268573,,,,,,,,,,,,,,,0.002617243787768713,,,,,0.0013882940019140722,,,0.00045727666682914675,,,,,0.00026879688885947324,,,,,,,0.000997824130341591,,,0.002617243787768713,0.0005316823937964509,,,,,,0.004971131294212768,,-0.011597365134810139,0.0006253196116194709,,,,,0.0022094069898107847,,,,,,,,,,0.0006412262033268573,,,,,,,,0.004209716041316327,,,,,,0.0006412262033268573,,,,,,,,,,,,,,-0.0010254208300632388,,0.0001955131276984501,,,0.0017446035644494379,,,,-0.002856686730476134
2021-01-03,-0.0010810639140519985,,,,,,,0.002693998357944462,-0.0006716336730824325,,0.003237574851875472,,,,,,,,-0.006384549330366993,0.003237574851875472,0.003237574851875472,-0.0011749588699111683,,,,,,0.0011950238796826355,0.0012032674571270023,,,,,0.0023786041642389934,,,0.003237574851875472,,-0.00016000051427942524,0.001269955216551975,,,,,,,,,,0.00045672111368138396,,,,,,,,,,,,,0.001269955216551975,0.001269955216551975,,,,,,,,,,,,0.0012583489183112713,,0.0010311257749719656,,,,,0.003237574851875472,,0.0009236410551062267,,,,,,,,,,-0.004825134266871856,0.003237574851875472,,,,,,,,,,,,,-0.00844740901582108,-0.002025677452443958,-0.001812768605390934,,0.003237574851875472,0.003237574851875472,0.003237574851875472,,,,,,,0.004705006951399147,,0.00021641673023252374,,,,,,0.0009380668448575388,,,,,,,0.0006627552700913346,,0.003237574851875472,-0.003046515262051198,,,,,,,,,,,,,,,,0.003237574851875472,0.003237574851875472,,,0.0008593581824723839,,,0.0010158494502340348,0.0063892060642994075,,,,0.0009387679014156443,,,,,,,0.0006842485466739645,,,0.0031772565831824926,0.0016268378050792445,,,,,,,,,0.00047032692593258014,,,,,0.003237574851875472,,,,,,,,,,,,,,,,,,0.00760235450722561,,,,,,,,,,,,0.007900485627090729,0.003237574851875472,,,,-0.00016000051427942524,0.0013608538477697632,0.013636112975320637,0.003237574851875472,,0.00020870422574430778,,,0.002135582526305505,,,,0.002174406881479883
2021-01-04,-0.0006674134840490418,,0.02460040111867207,0.0033793796618409176,,,,,0.00018547390358474535,,-0.000647681130843992,,,0.0010567187132524954,,,,0.002238821983705184,-0.0022254426361786577,0.0005040288070809712,,-0.0004346153671147933,-0.00028916197580468024,,0.013031646816911982,-0.00064526700951883,,0.0023080382453967334,0.001600175308311305,0.0004267758112014092,0.0011558976142224276,,,,,,,,0.00036586534088004776,,0.001689427669605937,,0.001041371077257972,,,,,,,0.0009197547119655729,,,,,,,,,-0.004254421484332388,,0.0020385025894847,,-0.005016521552430834,0.00035265112962663104,,0.0009002741511212304,,-0.006621609494227078,,,,,,,,,,0.000523649559805677,,,,,,,0.005364233736737978,,0.00030629402938374287,,,,0.0013414393625328603,-0.00030071570310969623,,,-0.0007841075014058235,-0.002864349692029992,,,,,0.005553738029816308,0.001689427669605937,,,,,,,-0.000795103991537385,-0.0005639757754561746,-0.0003846607032252904,,0.00039324429502583683,-0.000341294548293017,,,0.001127194607031936,,,,-0.0008803077832927089,-0.00047172248132122425,,-0.00016661730957828757,,,,0.006318722484653773,,-0.0004328530000900574,-0.004254421484332388,,0.0028688071355684255,,,0.001689427669605937,-0.000341294548293017,,,-0.009917192781412182,,-0.0004508545424315441,-0.0037985991143143225,,,,,,,,0.0005361421606634502,6.391149630156749e-05,0.0004813018766403104,,0.0017376900583935908,-0.002864349692029992,0.0020385025894847,,,1.0312047248772988e-05,,,-0.0008313665837568531,-0.00041226472421468905,,,,0.0014448294295927753,,,,,,,-0.0016362399388837163,0.001689427669605937,-0.0016987697531808455,0.0010234565866504078,0.0003255973338203759,,0.00044431929380840836,,,,,,,-0.00026755985863588234,,0.001689427669605937,,,0.002169147150406019,,,,,,,,,,,,-0.00030071570310969623,,,-0.0004457559310137336,,0.0018224599977721512,-0.0003612843481291878,,0.001689427669605937,,,,0.00017164422151675555,,,,,,,0.00010093019951287394,,,-0.000341294548293017,,-0.0003207919684901822,,5.9665306288812976e-05,0.0005040288070809712,0.0005605887257284218,-0.000341294548293017,,,,-0.0003998663650332737,-0.002324191324955685,-0.00800055835998725
2021-01-05,-0.0001166682159047213,,,,,,0.0006169877473292308,,-0.0008340591523137491,,0.003778867000054721,,,,-0.0007069715180759591,0.006283970301574153,,,-0.0004961572839888967,0.008984700220149047,-0.002968863978178112,0.0002729758093744448,0.0007047391960720277,,0.0014026409074286343,,,-0.0009487656596993935,-9.859627529226246e-05,-0.0008192618911398035,0.0005488110366869937,,,-0.0017208336215971214,,,,,-0.0007775074622061474,,0.001152679984998418,,0.0032313493346917818,,0.0035827525803981486,,,,,0.00024375633610878146,,,,,,,,,,,,,-0.0022632811863709835,0.00018160306431744895,-0.002941809885392068,0.0007149605967574984,,,,0.0011169391753798187,,,,0.0023448322087745964,,-0.0009851071661743887,,-0.0011919188771015447,,,-0.00032626827586108924,,,,-0.0011062376607858932,,0.0006027671987544172,,,,,-0.0002285313525958179,0.003984242473330463,0.0012367794893504381,,-0.0026044037655194334,0.0034954889230074193,,,,0.000489986417406954,0.001152679984998418,,,,0.0110887990037037,,,-0.001204054632594669,0.0011465546251848697,-0.004140265728529222,,-0.0004953056712813345,-0.0022632811863709835,,0.00304477481749558,-0.0022632811863709835,,,,-0.001299099482794266,-0.0011252674816326054,,-0.0030993936834777516,,,,-0.0009513272221214938,,-0.0005879657546184167,,,,,,0.001152679984998418,-0.0011593075161683525,,,-0.00033858303207521043,,,-0.0034484323021043784,,,,-0.002375127241184519,,,,,-0.0022632811863709835,,,0.005680884292872461,-0.0005484831052204774,,,,-0.00040930460417580626,,,0.002516687872676119,-0.0005784286988028409,,,,-0.0011745426555816378,,,0.00072094082610726,,,-0.0005052738624374685,-0.0026279445405249686,0.009074168262775557,,0.0022323417111591833,0.0001880467420603511,,0.0006680418886791704,,,,,,,0.00036873321285563963,,0.001152679984998418,,,0.0011123332872294647,,,,,,,,,,,,0.00040880363820108113,-0.0002295609496425063,,-0.0022632811863709835,,,0.0005778183531699453,,0.001152679984998418,,,,0.00011006464071017255,,,,,,,-0.001480955612878896,,,-0.0022632811863709835,,0.0011059346748254313,-0.004491626714970859,-0.0007364999432018702,,7.704692753592238e-05,-0.001749642025214619,,,0.0007228921145979717,,,0.0031676303784267
2021-01-06,-0.0006963042187727413,,,,,,0.009622518080105518,0.0009942308936568924,-0.00020574095935551988,,0.010436785456242473,,,,,,,0.00557254402895066,-0.001505678749619697,0.021110716794050886,-0.0019248904374186545,-0.0006728389437242676,,,-0.003837312218227855,,,-6.777526185623576e-05,0.0009708047341716692,-0.0021439396530707794,,,,,,,,,0.0012969543403572002,0.025134231882506936,,,,,0.003948644425385042,,0.0028767000796762667,,,-0.001126492025072773,,,,0.0009119422918309199,-0.008715017601376879,,0.004091853589703582,,,,,,0.008402720581035951,-0.0030940871391349637,0.0024435959166410445,-0.0010558386572735233,,,,0.0010387887384724513,0.0003498074741096568,,,-0.002092561235899472,,0.0011694979617501325,,0.0009460030578548376,,,-0.0005578449246433925,,,0.016370285409995303,0.0010217682876893207,,0.0035221750394515867,,,,-0.000298238478480452,0.0018356949641803988,,0.0006963042187727413,0.004556471733380284,,0.0004344089349830115,,,,0.0007724665613584304,,,,,8.302550812990298e-05,,,0.00033021061808814284,-0.0005961964828218346,-0.00019398661184806076,,0.0002639143113472189,,,,,,,,0.0010092387485254976,-0.004811027930895178,,0.0023659762951769338,,0.0033274400274786366,,0.010069875978541767,,-0.000460691110328082,0.00010581417982056705,,0.0016840337953471817,,,,0.0008134271485610248,,,-0.00681292851858687,,4.2244442297692596e-05,,,,,0.0005470282074277649,,,,,,,0.0003498074741096568,0.0014524122219624726,,0.007265737109544771,,,0.0012126678144879822,,,-0.00012783167395496163,5.314721813094074e-06,,,0.0008184724946528307,-1.6482683058257805e-05,,,,,,,-0.0005087548444123768,0.010543542457153643,,0.001558481453489473,0.0004565394820593412,,0.0023894648005567953,,,0.003806253454701309,,,,0.0006747744128911239,,,,,0.0020392180299650385,,,,,,,,,,,,0.004621351515592678,0.00043705160086140977,,,,,-0.0002846562895638266,,,,,,0.0019042990363094875,,,,,0.004241471738365001,,0.0002287222070810339,,,0.0017837808380254286,,0.0013836247585615655,,,,0.0002759186532362838,,,,0.003121516728018859,,,2.1149625540883886e-05
2021-01-07,-0.0005048044803557323,,,,,,,0.0009309720196004354,0.000789828964463251,,0.0011964661535979618,,,,0.0003988739601839133,,,-0.00041179921043678737,-0.0010941082589815167,,,-0.0001046700573272037,0.001219541159759449,,-0.001366130971195069,,,0.0018521286954430323,0.0008447663251269097,-0.002291634363790672,-0.0008001058973957515,0.00030912388489968,-0.0003949413414496057,0.00015456024744407102,,,,,-0.00034998356313318635,0.024942732144089926,,,,0.0005909967563866651,,,,,,-0.000306361920366564,,,,0.0007204425534139109,,,-0.022606964032170846,,,,,,0.0020088068505647117,0.0011184202831357641,0.010549885147907839,-0.0026024120553750723,,,,0.004046717113177452,,,,,,-0.0012338119287059355,,0.007672156548823106,,,-0.0005641423508887141,,,,0.0017402789267154596,,0.0013220724680052928,0.0035632202210020758,,,,0.0005048044803557323,-0.005115789375532226,,0.00036274975649174776,,,,,,,0.00030912388489968,,,,,,0.0006716036537479975,-0.005374920240706179,0.00046577264355117127,-0.002519501343649396,,0.002058138339119617,0.0005048044803557323,,,,-0.00086695666544009,,,0.0003022359906443191,-0.0015341582436984636,,0.004793672719616012,,,-0.004441092897769109,0.0018665644189102219,,-2.9236105165333665e-05,-0.0030695340509719784,,,,0.0035632202210020758,,0.0020218836691906507,,,-0.00036850146687537324,,0.003847411620296581,,,,,-0.00047647590425172533,,,,,-0.0005462123433873472,,,-0.0004935990521596653,,0.003217760982031839,,,0.0018764823162587775,,,0.00020299324335190547,,,,,0.005875518751048824,,,-0.0018889671176774217,,,,-0.0017683246063705054,0.011887294072276233,,0.0020537300877486245,-0.0005406291345141549,,,,,0.0003166359174517343,-0.0015638970990979233,,,0.0012564802492458407,,,,,0.0023244877981256403,,,0.0017402789267154596,,,,,,,,,0.0011139796612738145,,,,,,0.0007814604658202872,,,,0.0014590543083044865,,-0.0002107176805099288,,,,,,,0.00040074333449698475,,,-5.299919255317292e-05,,,,0.0019002408840600202,,-0.00028301745145048094,,,,,,,7.924238375313619e-05
2021-01-08,-0.0004919856011092608,,,,,,,,-0.00011367845205029203,,0.0010380192417548885,,,0.0006386918980369372,,,,0.00245280641219745,0.0001522843508527307,,,0.0001804243760665021,,0.0033791296507681336,0.00021300207740584492,,,0.00161501999934287,0.0012728778470068119,4.81123834518658e-05,-0.0007833247547752058,,0.002471556430153523,0.0003364439276231572,,,,,-0.0008823703964469158,,,-0.003310657235662291,,,,,,,,-0.0018308962434574502,,,,,,,0.00416385408145642,,,,,,,0.0036842220819877634,,-0.0005052328738449883,0.0019087861009513818,0.0006386918980369372,,0.001400057212685133,,,,,,0.0017754249947313295,,0.001029752903497526,,,,,,,0.0027551364818318735,,0.0009975754374301033,,,,0.0020525349144675615,-0.0011204457605416378,,,,-0.0007797463529843859,,,,,,,,,,0.002075530733667134,,,0.0019181980092408213,0.0016767491013488399,-0.003337540531823767,,0.00026402484683271703,0.00029791028402831874,,,,0.0002468004584026541,,,-0.00468669126608245,-0.0013400350858150506,,-0.0018923706075214554,,,,0.0013314047230768577,,-0.0010815835598656659,,,0.0022625969932229574,,0.0019087861009513818,,-0.0006254576886437848,,,0.00039071571501566053,,-0.0012250133213239157,,,,,-0.0010698012163048343,,,,,0.006081283957855547,,,0.0006339249796638353,5.1816522974091326e-05,0.004550076488496195,,,2.0008645824092625e-05,,,8.102016545696302e-07,0.00045188832636239133,,,,0.0021135013851727867,,,,,0.0012792268939394035,0.0004919856011092608,-0.001392556069347087,,,0.0002861507562000776,0.00016974678985846978,,,0.0018354739147761635,,,,,,-0.0020555082907643104,,,,,0.0016468299307053013,,0.0012792268939394035,,,,,,,,0.00546932625776981,,0.001226840974083134,-0.0019383400534361832,,,,,-0.0009745993540450464,0.0003133555737280891,,9.414349668366505e-05,,,-0.0032678351874041423,0.039901801438702894,,,,,0.006267880864875137,0.001534381103396617,,,,,,,,,-0.0005169288415465972,0.0017264096386041482,,,-0.0007141669832234213,,,
